Name,LiquidationFee,ListingDate,MaxPrice,MinPrice,TickSize,MaxQuantity,MinQuantity,StepSize,PricePrecision,QuantityPrecision,UnderlyingType
INJUSDT,0.015000,2022-08-16 화 오전 7:00:00,2000,0.001000,0.001000,1000000,0.1,0.1,6,0,Coin
STGUSDT,0.015000,2022-08-24 수 오전 7:00:00,200,0.0001000,0.0001000,10000000,1,1,7,0,Coin
SPELLUSDT,0.010000,2022-09-05 월 오전 7:00:00,100,0.0000010,0.0000001,500000000,1,1,7,0,Coin
LUNA2USDT,0.020000,2022-09-09 금 오전 7:00:00,200,0.0001000,0.0001000,1000000,1,1,7,0,Coin
LDOUSDT,0.020000,2022-09-21 수 오전 7:00:00,2000,0.001000,0.000100,100000,1,1,6,0,Coin
CVXUSDT,0.020000,2022-09-21 수 오전 7:00:00,2000,0.001000,0.001000,100000,1,1,6,0,Coin
ICPUSDT,0.015000,2021-07-30 금 오전 7:00:00,2000,0.001000,0.001000,100000,1,1,6,0,Coin
APTUSDT,0.015000,2022-10-18 화 오전 7:00:00,20000,0.00100,0.00100,1000000,0.1,0.1,5,0,Coin
QNTUSDT,0.015000,2022-10-18 화 오전 7:00:00,2000,0.010000,0.010000,1000000,0.1,0.1,6,0,Coin
FETUSDT,0.020000,2023-01-15 일 오전 7:00:00,200,0.0001000,0.0001000,10000000,1,1,7,0,Coin
FXSUSDT,0.017500,2023-01-19 목 오전 7:00:00,2000,0.001000,0.000100,1000000,0.1,0.1,6,0,Coin
HOOKUSDT,0.015000,2023-01-19 목 오전 7:00:00,2000,0.001000,0.000100,1000000,0.1,0.1,6,0,Coin
MAGICUSDT,0.015000,2023-01-23 월 오전 7:00:00,2000,0.000100,0.000100,1000000,0.1,0.1,6,0,Coin
TUSDT,0.015000,2023-01-31 화 오전 7:00:00,200,0.0000100,0.0000100,10000000,1,1,7,0,Coin
HIGHUSDT,0.017500,2023-02-03 금 오전 7:00:00,2000,0.001000,0.000100,1000000,0.1,0.1,6,0,Coin
MINAUSDT,0.017500,2023-02-03 금 오전 7:00:00,200,0.0001000,0.0001000,10000000,1,1,7,0,Coin
ASTRUSDT,0.015000,2023-02-13 월 오전 7:00:00,200,0.0000100,0.0000100,10000000,1,1,7,0,Coin
AGIXUSDT,0.015000,2023-02-15 수 오전 7:00:00,200,0.0001000,0.0001000,10000000,1,1,7,0,Coin
PHBUSDT,0.015000,2023-02-15 수 오전 7:00:00,200,0.0001000,0.0001000,10000000,1,1,7,0,Coin
GMXUSDT,0.015000,2023-02-16 목 오전 7:00:00,2000,0.010000,0.001000,100000,0.01,0.01,6,0,Coin
CFXUSDT,0.015000,2023-02-19 일 오전 7:00:00,200,0.0001000,0.0000100,10000000,1,1,7,0,Coin
STXUSDT,0.015000,2023-02-20 월 오전 7:00:00,200,0.0001000,0.0001000,10000000,1,1,7,0,Coin
BNXUSDT,0.015000,2023-02-22 수 오전 7:00:00,2000,0.001000,0.000100,1000000,0.1,0.1,6,0,Coin
ACHUSDT,0.015000,2023-02-21 화 오전 7:00:00,200,0.0000100,0.0000010,10000000,1,1,7,0,Coin
SSVUSDT,0.015000,2023-02-23 목 오전 7:00:00,2000,0.010000,0.001000,100000,0.01,0.01,6,0,Coin
CKBUSDT,0.015000,2023-02-27 월 오전 7:00:00,100,0.0000010,0.0000010,10000000,1,1,7,0,Coin
PERPUSDT,0.015000,2023-03-05 일 오전 7:00:00,2000,0.000100,0.000100,1000000,0.1,0.1,6,0,Coin
TRUUSDT,0.015000,2023-03-06 월 오전 7:00:00,200,0.0000100,0.0000100,10000000,1,1,7,0,Coin
LQTYUSDT,0.015000,2023-03-08 수 오전 7:00:00,2000,0.000100,0.000100,1000000,0.1,0.1,6,0,Coin
USDCUSDT,0.010000,2023-03-12 일 오전 12:00:00,200,0.0000100,0.0000010,10000000,1,1,7,0,Coin
IDUSDT,0.015000,2023-03-23 목 오전 12:00:00,200,0.0001000,0.0000100,10000000,1,1,7,0,Coin
ARBUSDT,0.015000,2023-03-23 목 오전 7:00:00,2000,0.000100,0.000100,1000000,0.1,0.1,6,0,Coin
JOEUSDT,0.015000,2023-03-28 화 오전 12:00:00,200,0.0001000,0.0001000,10000000,1,1,7,0,Coin
TLMUSDT,0.015000,2023-03-29 수 오전 12:00:00,100,0.0000100,0.0000010,10000000,1,1,7,0,Coin
AMBUSDT,0.015000,2023-03-29 수 오전 12:00:00,100,0.0000100,0.0000010,10000000,1,1,7,0,Coin
LEVERUSDT,0.015000,2023-03-29 수 오전 12:00:00,100,0.0000010,0.0000001,100000000,1,1,7,0,Coin
RDNTUSDT,0.015000,2023-04-04 화 오전 12:00:00,200,0.0001000,0.0000100,10000000,1,1,7,0,Coin
HFTUSDT,0.015000,2023-04-05 수 오전 12:00:00,200,0.0001000,0.0000100,10000000,1,1,7,0,Coin
XVSUSDT,0.015000,2023-04-12 수 오전 12:00:00,2000,0.001000,0.001000,1000000,0.1,0.1,6,0,Coin
BLURUSDT,0.015000,2023-04-27 목 오전 12:00:00,200,0.0001000,0.0001000,10000000,1,1,7,0,Coin
EDUUSDT,0.015000,2023-04-28 금 오전 12:00:00,200,0.0001000,0.0001000,10000000,1,1,7,0,Coin
IDEXUSDT,0.015000,2023-05-02 화 오전 12:00:00,200,0.0000100,0.0000100,10000000,1,1,7,0,Coin
SUIUSDT,0.015000,2023-05-03 수 오전 12:00:00,2000,0.000100,0.000100,10000000,0.1,0.1,6,0,Coin
UMAUSDT,0.015000,2023-05-09 화 오전 12:00:00,2000,0.001000,0.001000,10000000,1,1,6,0,Coin
RADUSDT,0.015000,2023-05-09 화 오전 12:00:00,2000,0.001000,0.000100,10000000,1,1,6,0,Coin
KEYUSDT,0.015000,2023-05-23 화 오전 12:00:00,200,0.0000010,0.0000010,80000000,1,1,7,0,Coin
COMBOUSDT,0.015000,2023-06-02 금 오후 12:00:00,2000,0.000100,0.000100,5000000,0.1,0.1,6,0,Coin
NMRUSDT,0.020000,2023-06-22 목 오후 12:00:00,2000,0.010000,0.001000,1000000,0.1,0.1,6,0,Coin
MAVUSDT,0.015000,2023-06-29 목 오후 12:00:00,200,0.0001000,0.0000100,5000000,1,1,7,0,Coin
MDTUSDT,0.015000,2023-06-30 금 오후 12:00:00,200,0.0000100,0.0000100,50000000,1,1,7,0,Coin
XVGUSDT,0.015000,2023-07-05 수 오후 12:00:00,200,0.0000010,0.0000010,500000000,1,1,7,0,Coin
WLDUSDT,0.015000,2023-07-24 월 오후 12:00:00,200,0.0001000,0.0001000,1250000,1,1,7,0,Coin
PENDLEUSDT,0.015000,2023-07-28 금 오전 2:30:00,200,0.0001000,0.0001000,3000000,1,1,7,0,Coin
ARKMUSDT,0.015000,2023-07-28 금 오전 2:45:00,200,0.0001000,0.0001000,5000000,1,1,7,0,Coin
AGLDUSDT,0.015000,2023-07-29 토 오전 2:30:00,200,0.0001000,0.0001000,5000000,1,1,7,0,Coin
YGGUSDT,0.025000,2023-08-05 토 오전 3:30:00,200,0.0001000,0.0001000,3000000,1,1,7,0,Coin
DODOXUSDT,0.015000,2023-08-08 화 오후 12:00:00,200,0.0001000,0.0000010,10000000,1,1,7,0,Coin
BNTUSDT,0.015000,2023-08-10 목 오후 12:00:00,200,0.0001000,0.0000100,10000000,1,1,7,0,Coin
OXTUSDT,0.015000,2023-08-11 금 오후 12:00:00,200,0.0000100,0.0000100,100000000,1,1,7,0,Coin
SEIUSDT,0.015000,2023-08-17 목 오전 2:30:00,200,0.0001000,0.0001000,10000000,1,1,7,0,Coin
CYBERUSDT,0.025000,2023-08-21 월 오후 12:00:00,2000,0.001000,0.001000,10000000,0.1,0.1,6,0,Coin
HIFIUSDT,0.022500,2023-09-16 토 오후 2:30:00,200,0.0001000,0.0001000,10000000,1,1,7,0,Coin
ARKUSDT,0.015000,2023-09-19 화 오후 2:30:00,200,0.0001000,0.0001000,10000000,1,1,7,0,Coin
FRONTUSDT,0.015000,2023-09-22 금 오후 2:30:00,200,0.0001000,0.0001000,10000000,1,1,7,0,Coin
GLMRUSDT,0.015000,2023-09-26 화 오전 1:30:00,200,0.0001000,0.0000100,10000000,1,1,7,0,Coin
BICOUSDT,0.015000,2023-09-28 목 오후 12:30:00,200,0.0001000,0.0001000,10000000,1,1,7,0,Coin
STRAXUSDT,0.015000,2023-10-11 수 오전 2:30:00,200,0.0001000,0.0001000,10000000,1,1,7,0,Coin
